,Estacion_x,Estacion_y,Distancia
755,Castelar,Buenos aires,5711
756,Castelar,Castelar,0
757,Castelar,Catamarca aero,6659
758,Castelar,Ceres aero,6278
759,Castelar,Cerro azul,5919
760,Castelar,Colonia benitez,6209
761,Castelar,Conc. del uruguay,4827
762,Castelar,Concordia aero,5880
763,Castelar,Cordoba aero,6358
764,Castelar,Cordoba observatorio,6350
765,Castelar,Coronel suarez aero,5797
766,Castelar,Corrientes aero,6194
767,Castelar,Dolores aero,5549
768,Castelar,Ezeiza aero,5702
769,Castelar,Famailla,6739
770,Castelar,Formosa aero,6237
771,Castelar,General pico aero,6044
772,Castelar,Gualeguaychu aero,5819
773,Castelar,Hilario ascasubi,5739
774,Castelar,Iguazu aero,5975
775,Castelar,Jujuy aero,6901
776,Castelar,Junin aero,5900
777,Castelar,La consulta,6570
778,Castelar,La plata aero,5643
779,Castelar,La rioja aero,6685
780,Castelar,Laboulaye aero,6111
781,Castelar,Laquiaca obs.,7104
782,Castelar,Las brenas,6400
783,Castelar,Las lomitas,6527
784,Castelar,Malargue aero,6490
785,Castelar,Manfredi,6291
786,Castelar,Mar del plata aero,5446
787,Castelar,Marcos juarez,6109
788,Castelar,Marcos juarez aero,6111
789,Castelar,Mendoza aero,6605
790,Castelar,Mendoza observatorio,6607
791,Castelar,Mercedad (ctes),6020
792,Castelar,Monte caseros aero,5919
793,Castelar,Neuquen aero,6167
794,Castelar,Oliveros,6020
795,Castelar,Oran aero,6929
796,Castelar,Parana,11021
797,Castelar,Parana aero,6040
798,Castelar,Paso de los libres aero,5918
799,Castelar,Pehuajo aero,5892
800,Castelar,Pergamino,5910
801,Castelar,Pigue aero,5825
802,Castelar,Pilar obs.,6308
803,Castelar,Posadas aero,5979
804,Castelar,Punta indio b.a.,5576
805,Castelar,Rafaela,6162
806,Castelar,Reconquista,6151
807,Castelar,Reconquista aero,6149
808,Castelar,Resistencia aero,6217
809,Castelar,Rio cuarto aero,6246
810,Castelar,Roque saenz pena,6365
811,Castelar,Rosario aero,5991
812,Castelar,Salta aero,6899
813,Castelar,San juan,6667
814,Castelar,San juan aero,6661
815,Castelar,San luis aero,6392
816,Castelar,San martin (mza),6564
817,Castelar,San miguel,5732
818,Castelar,San pedro,5859
819,Castelar,San rafael aero,6460
820,Castelar,Santa rosa aero,6027
821,Castelar,Santiago del estero aero,6604
822,Castelar,Sauce viejo aero,6071
823,Castelar,Tandil aero,5611
824,Castelar,Tinogasta,6837
825,Castelar,Tres arroyos,5626
826,Castelar,Unr-zavalla,5992
827,Castelar,Villa dolores aero,6388
828,Castelar,Villa mercedes,6297
829,Castelar,Villa reynolds aero,6289
830,Catamarca aero,9 de julio,889
831,Catamarca aero,Aeroparque aero,960
832,Catamarca aero,Anguil,895
833,Catamarca aero,Bahia blanca aero,1174
834,Catamarca aero,Balcarce,1231
835,Catamarca aero,Barrow,1195
836,Catamarca aero,Bella vista,667
837,Catamarca aero,Bordenave,1060
838,Catamarca aero,Buenos aires,958
839,Catamarca aero,Castelar,6659
840,Catamarca aero,Catamarca aero,0
841,Catamarca aero,Ceres aero,397
842,Catamarca aero,Cerro azul,1017
843,Catamarca aero,Colonia benitez,681
844,Catamarca aero,Conc. del uruguay,6653
845,Catamarca aero,Concordia aero,804
846,Catamarca aero,Cordoba aero,336
847,Catamarca aero,Cordoba observatorio,348
848,Catamarca aero,Coronel suarez aero,1048
849,Catamarca aero,Corrientes aero,697
850,Catamarca aero,Dolores aero,1142
851,Catamarca aero,Ezeiza aero,970
852,Catamarca aero,Famailla,174
853,Catamarca aero,Formosa aero,787
854,Catamarca aero,General pico aero,811
855,Catamarca aero,Gualeguaychu aero,840
856,Catamarca aero,Hilario ascasubi,1233
857,Catamarca aero,Iguazu aero,1158
858,Catamarca aero,Jujuy aero,472
859,Catamarca aero,Junin aero,804
860,Catamarca aero,La consulta,655
861,Catamarca aero,La plata aero,1026
862,Catamarca aero,La rioja aero,133
863,Catamarca aero,Laboulaye aero,656
864,Catamarca aero,Laquiaca obs.,721
865,Catamarca aero,Las brenas,486
866,Catamarca aero,Las lomitas,670
867,Catamarca aero,Malargue aero,846
868,Catamarca aero,Manfredi,406
869,Catamarca aero,Mar del plata aero,1285
870,Catamarca aero,Marcos juarez,572
871,Catamarca aero,Marcos juarez aero,570
872,Catamarca aero,Mendoza aero,554
873,Catamarca aero,Mendoza observatorio,563
874,Catamarca aero,Mercedad (ctes),755
875,Catamarca aero,Monte caseros aero,807
876,Catamarca aero,Neuquen aero,1172
877,Catamarca aero,Oliveros,643
878,Catamarca aero,Oran aero,621
879,Catamarca aero,Parana,15489
880,Catamarca aero,Parana aero,618
881,Catamarca aero,Paso de los libres aero,843
882,Catamarca aero,Pehuajo aero,885
883,Catamarca aero,Pergamino,772
884,Catamarca aero,Pigue aero,1050
885,Catamarca aero,Pilar obs.,387
886,Catamarca aero,Posadas aero,969
887,Catamarca aero,Punta indio b.a.,1092
888,Catamarca aero,Rafaela,496
889,Catamarca aero,Reconquista,592
890,Catamarca aero,Reconquista aero,593
891,Catamarca aero,Resistencia aero,669
892,Catamarca aero,Rio cuarto aero,519
893,Catamarca aero,Roque saenz pena,555
894,Catamarca aero,Rosario aero,676
895,Catamarca aero,Salta aero,417
896,Catamarca aero,San juan,395
897,Catamarca aero,San juan aero,419
898,Catamarca aero,San luis aero,523
899,Catamarca aero,San martin (mza),562
900,Catamarca aero,San miguel,938
901,Catamarca aero,San pedro,808
902,Catamarca aero,San rafael aero,712
903,Catamarca aero,Santa rosa aero,900
904,Catamarca aero,Santiago del estero aero,169
905,Catamarca aero,Sauce viejo aero,588
906,Catamarca aero,Tandil aero,1136
907,Catamarca aero,Tinogasta,189
908,Catamarca aero,Tres arroyos,1199
909,Catamarca aero,Unr-zavalla,677
910,Catamarca aero,Villa dolores aero,378
911,Catamarca aero,Villa mercedes,571
912,Catamarca aero,Villa reynolds aero,571
913,Ceres aero,9 de julio,627
914,Ceres aero,Aeroparque aero,617
915,Ceres aero,Anguil,761
916,Ceres aero,Bahia blanca aero,984
917,Ceres aero,Balcarce,937
918,Ceres aero,Barrow,952
919,Ceres aero,Bella vista,333
920,Ceres aero,Bordenave,893
921,Ceres aero,Buenos aires,616
922,Ceres aero,Castelar,6278
923,Ceres aero,Catamarca aero,397
924,Ceres aero,Ceres aero,0
925,Ceres aero,Cerro azul,679
926,Ceres aero,Colonia benitez,399
927,Ceres aero,Conc. del uruguay,6502
928,Ceres aero,Concordia aero,408
929,Ceres aero,Cordoba aero,270
930,Ceres aero,Cordoba observatorio,277
931,Ceres aero,Coronel suarez aero,842
932,Ceres aero,Corrientes aero,409
933,Ceres aero,Dolores aero,817
934,Ceres aero,Ezeiza aero,634
935,Ceres aero,Famailla,463
936,Ceres aero,Formosa aero,545
937,Ceres aero,General pico aero,669
938,Ceres aero,Gualeguaychu aero,470
939,Ceres aero,Hilario ascasubi,1059
940,Ceres aero,Iguazu aero,865
941,Ceres aero,Jujuy aero,685
942,Ceres aero,Junin aero,528
943,Ceres aero,La consulta,803
944,Ceres aero,La plata aero,682
945,Ceres aero,La rioja aero,472
946,Ceres aero,Laboulaye aero,492
947,Ceres aero,Laquiaca obs.,938
948,Ceres aero,Las brenas,318
949,Ceres aero,Las lomitas,589
950,Ceres aero,Malargue aero,949
951,Ceres aero,Manfredi,279
952,Ceres aero,Mar del plata aero,981
953,Ceres aero,Marcos juarez,312
954,Ceres aero,Marcos juarez aero,313
955,Ceres aero,Mendoza aero,730
956,Ceres aero,Mendoza observatorio,739
957,Ceres aero,Mercedad (ctes),386
958,Ceres aero,Monte caseros aero,415
959,Ceres aero,Neuquen aero,1158
960,Ceres aero,Oliveros,315
961,Ceres aero,Oran aero,784
962,Ceres aero,Parana,15426
963,Ceres aero,Parana aero,254
964,Ceres aero,Paso de los libres aero,461
965,Ceres aero,Pehuajo aero,663
966,Ceres aero,Pergamino,469
967,Ceres aero,Pigue aero,861
968,Ceres aero,Pilar obs.,274
969,Ceres aero,Posadas aero,643
970,Ceres aero,Punta indio b.a.,743
971,Ceres aero,Rafaela,150
972,Ceres aero,Reconquista,228
973,Ceres aero,Reconquista aero,229
974,Ceres aero,Resistencia aero,389
975,Ceres aero,Rio cuarto aero,421
976,Ceres aero,Roque saenz pena,363
977,Ceres aero,Rosario aero,356
978,Ceres aero,Salta aero,659
979,Ceres aero,San juan,633
980,Ceres aero,San juan aero,648
981,Ceres aero,San luis aero,564
982,Ceres aero,San martin (mza),715
983,Ceres aero,San miguel,600
984,Ceres aero,San pedro,474
985,Ceres aero,San rafael aero,803
986,Ceres aero,Santa rosa aero,778
987,Ceres aero,Santiago del estero aero,329
988,Ceres aero,Sauce viejo aero,230
989,Ceres aero,Tandil aero,856
990,Ceres aero,Tinogasta,586
991,Ceres aero,Tres arroyos,958
992,Ceres aero,Unr-zavalla,364
993,Ceres aero,Villa dolores aero,384
994,Ceres aero,Villa mercedes,543
995,Ceres aero,Villa reynolds aero,537
996,Cerro azul,9 de julio,1008
997,Cerro azul,Aeroparque aero,818
998,Cerro azul,Anguil,1270
999,Cerro azul,Bahia blanca aero,1379
1000,Cerro azul,Balcarce,1154
1001,Cerro azul,Barrow,1268
1002,Cerro azul,Bella vista,353
1003,Cerro azul,Bordenave,1336
1004,Cerro azul,Buenos aires,824
1005,Cerro azul,Castelar,5919
1006,Cerro azul,Catamarca aero,1017
1007,Cerro azul,Ceres aero,679
1008,Cerro azul,Cerro azul,0
1009,Cerro azul,Colonia benitez,346
1010,Cerro azul,Conc. del uruguay,6736
1011,Cerro azul,Concordia aero,475
1012,Cerro azul,Cordoba aero,941
1013,Cerro azul,Cordoba observatorio,945
1014,Cerro azul,Coronel suarez aero,1245
1015,Cerro azul,Corrientes aero,329
1016,Cerro azul,Dolores aero,987
1017,Cerro azul,Ezeiza aero,849
1018,Cerro azul,Famailla,988
1019,Cerro azul,Formosa aero,320
1020,Cerro azul,General pico aero,1190
1021,Cerro azul,Gualeguaychu aero,669
1022,Cerro azul,Hilario ascasubi,1463
1023,Cerro azul,Iguazu aero,233
1024,Cerro azul,Jujuy aero,1031
1025,Cerro azul,Junin aero,928
1026,Cerro azul,La consulta,1471
1027,Cerro azul,La plata aero,846
1028,Cerro azul,La rioja aero,1126
1029,Cerro azul,Laboulaye aero,1044
1030,Cerro azul,Laquiaca obs.,1196
1031,Cerro azul,Las brenas,563
1032,Cerro azul,Las lomitas,610
1033,Cerro azul,Malargue aero,1595
1034,Cerro azul,Manfredi,928
1035,Cerro azul,Mar del plata aero,1160
1036,Cerro azul,Marcos juarez,851
1037,Cerro azul,Marcos juarez aero,854
1038,Cerro azul,Mendoza aero,1406
1039,Cerro azul,Mendoza observatorio,1414
1040,Cerro azul,Mercedad (ctes),304
1041,Cerro azul,Monte caseros aero,362
1042,Cerro azul,Neuquen aero,1721
1043,Cerro azul,Oliveros,753
1044,Cerro azul,Oran aero,1024
1045,Cerro azul,Parana,15716
1046,Cerro azul,Parana aero,670
1047,Cerro azul,Paso de los libres aero,282
1048,Cerro azul,Pehuajo aero,1094
1049,Cerro azul,Pergamino,852
1050,Cerro azul,Pigue aero,1284
1051,Cerro azul,Pilar obs.,930
1052,Cerro azul,Posadas aero,60
1053,Cerro azul,Punta indio b.a.,864
1054,Cerro azul,Rafaela,710
1055,Cerro azul,Reconquista,450
1056,Cerro azul,Reconquista aero,450
1057,Cerro azul,Resistencia aero,357
1058,Cerro azul,Rio cuarto aero,1040
1059,Cerro azul,Roque saenz pena,503
1060,Cerro azul,Rosario aero,779
1061,Cerro azul,Salta aero,1049
1062,Cerro azul,San juan,1313
1063,Cerro azul,San juan aero,1328
1064,Cerro azul,San luis aero,1217
1065,Cerro azul,San martin (mza),1387
1066,Cerro azul,San miguel,827
1067,Cerro azul,San pedro,783
1068,Cerro azul,San rafael aero,1454
1069,Cerro azul,Santa rosa aero,1295
1070,Cerro azul,Santiago del estero aero,873
1071,Cerro azul,Sauce viejo aero,688
1072,Cerro azul,Tandil aero,1124
1073,Cerro azul,Tinogasta,1194
1074,Cerro azul,Tres arroyos,1278
1075,Cerro azul,Unr-zavalla,793
1076,Cerro azul,Villa dolores aero,1052
1077,Cerro azul,Villa mercedes,1173
1078,Cerro azul,Villa reynolds aero,1164
1079,Colonia benitez,9 de julio,910
1080,Colonia benitez,Aeroparque aero,795
1081,Colonia benitez,Anguil,1115
1082,Colonia benitez,Bahia blanca aero,1291
1083,Colonia benitez,Balcarce,1150
1084,Colonia benitez,Barrow,1218
1085,Colonia benitez,Bella vista,112
1086,Colonia benitez,Bordenave,1220
1087,Colonia benitez,Buenos aires,798
1088,Colonia benitez,Castelar,6209
1089,Colonia benitez,Catamarca aero,681
1090,Colonia benitez,Ceres aero,399
1091,Colonia benitez,Cerro azul,346
1092,Colonia benitez,Colonia benitez,0
1093,Colonia benitez,Conc. del uruguay,6768
1094,Colonia benitez,Concordia aero,440
1095,Colonia benitez,Cordoba aero,669
1096,Colonia benitez,Cordoba observatorio,676
1097,Colonia benitez,Coronel suarez aero,1149
1098,Colonia benitez,Corrientes aero,17
1099,Colonia benitez,Dolores aero,996
1100,Colonia benitez,Ezeiza aero,822
1101,Colonia benitez,Famailla,642
1102,Colonia benitez,Formosa aero,151
1103,Colonia benitez,General pico aero,1026
1104,Colonia benitez,Gualeguaychu aero,622
1105,Colonia benitez,Hilario ascasubi,1372
1106,Colonia benitez,Iguazu aero,480
1107,Colonia benitez,Jujuy aero,702
1108,Colonia benitez,Junin aero,815
1109,Colonia benitez,La consulta,1200
1110,Colonia benitez,La plata aero,845
1111,Colonia benitez,La rioja aero,798
1112,Colonia benitez,Laboulaye aero,857
1113,Colonia benitez,Laquiaca obs.,896
1114,Colonia benitez,Las brenas,217
1115,Colonia benitez,Las lomitas,344
1116,Colonia benitez,Malargue aero,1348
1117,Colonia benitez,Manfredi,676
1118,Colonia benitez,Mar del plata aero,1175
1119,Colonia benitez,Marcos juarez,660
1120,Colonia benitez,Marcos juarez aero,661
1121,Colonia benitez,Mendoza aero,1122
1122,Colonia benitez,Mendoza observatorio,1131
1123,Colonia benitez,Mercedad (ctes),214
1124,Colonia benitez,Monte caseros aero,340
1125,Colonia benitez,Neuquen aero,1540
1126,Colonia benitez,Oliveros,599
1127,Colonia benitez,Oran aero,721
1128,Colonia benitez,Parana,15731
1129,Colonia benitez,Parana aero,508
1130,Colonia benitez,Paso de los libres aero,306
1131,Colonia benitez,Pehuajo aero,976
1132,Colonia benitez,Pergamino,740
1133,Colonia benitez,Pigue aero,1178
1134,Colonia benitez,Pilar obs.,673
1135,Colonia benitez,Posadas aero,292
1136,Colonia benitez,Punta indio b.a.,887
1137,Colonia benitez,Rafaela,489
1138,Colonia benitez,Reconquista,209
1139,Colonia benitez,Reconquista aero,211
1140,Colonia benitez,Resistencia aero,12
1141,Colonia benitez,Rio cuarto aero,812
1142,Colonia benitez,Roque saenz pena,162
1143,Colonia benitez,Rosario aero,636
1144,Colonia benitez,Salta aero,713
1145,Colonia benitez,San juan,1009
1146,Colonia benitez,San juan aero,1027
1147,Colonia benitez,San luis aero,963
1148,Colonia benitez,San martin (mza),1110
1149,Colonia benitez,San miguel,791
1150,Colonia benitez,San pedro,699
1151,Colonia benitez,San rafael aero,1203
1152,Colonia benitez,Santa rosa aero,1137
1153,Colonia benitez,Santiago del estero aero,530
1154,Colonia benitez,Sauce viejo aero,510
1155,Colonia benitez,Tandil aero,1092
1156,Colonia benitez,Tinogasta,853
1157,Colonia benitez,Tres arroyos,1226
1158,Colonia benitez,Unr-zavalla,650
1159,Colonia benitez,Villa dolores aero,783
1160,Colonia benitez,Villa mercedes,939
1161,Colonia benitez,Villa reynolds aero,932
1162,Conc. del uruguay,9 de julio,5880
1163,Conc. del uruguay,Aeroparque aero,5973
1164,Conc. del uruguay,Anguil,5769
1165,Conc. del uruguay,Bahia blanca aero,5519
1166,Conc. del uruguay,Balcarce,5618
1167,Conc. del uruguay,Barrow,5559
1168,Conc. del uruguay,Bella vista,6656
1169,Conc. del uruguay,Bordenave,5617
1170,Conc. del uruguay,Buenos aires,5970
1171,Conc. del uruguay,Castelar,4827
1172,Conc. del uruguay,Catamarca aero,6653
1173,Conc. del uruguay,Ceres aero,6502
1174,Conc. del uruguay,Cerro azul,6736
1175,Conc. del uruguay,Colonia benitez,6768
1176,Conc. del uruguay,Conc. del uruguay,0
1177,Conc. del uruguay,Concordia aero,6335
1178,Conc. del uruguay,Cordoba aero,6347
1179,Conc. del uruguay,Cordoba observatorio,6335
1180,Conc. del uruguay,Coronel suarez aero,5659
1181,Conc. del uruguay,Corrientes aero,6764
1182,Conc. del uruguay,Dolores aero,5776
1183,Conc. del uruguay,Ezeiza aero,5946
1184,Conc. del uruguay,Famailla,6823
1185,Conc. del uruguay,Formosa aero,6901
1186,Conc. del uruguay,General pico aero,5859
1187,Conc. del uruguay,Gualeguaychu aero,6146
1188,Conc. del uruguay,Hilario ascasubi,5446
1189,Conc. del uruguay,Iguazu aero,6947
1190,Conc. del uruguay,Jujuy aero,7119
1191,Conc. del uruguay,Junin aero,5979
1192,Conc. del uruguay,La consulta,6090
1193,Conc. del uruguay,La plata aero,5926
1194,Conc. del uruguay,La rioja aero,6568
1195,Conc. del uruguay,Laboulaye aero,6032
1196,Conc. del uruguay,Laquiaca obs.,7374
1197,Conc. del uruguay,Las brenas,6808
1198,Conc. del uruguay,Las lomitas,7074
1199,Conc. del uruguay,Malargue aero,5897
1200,Conc. del uruguay,Manfredi,6289
1201,Conc. del uruguay,Mar del plata aero,5597
1202,Conc. del uruguay,Marcos juarez,6190
1203,Conc. del uruguay,Marcos juarez aero,6190
1204,Conc. del uruguay,Mendoza aero,6189
1205,Conc. del uruguay,Mendoza observatorio,6183
1206,Conc. del uruguay,Mercedad (ctes),6571
1207,Conc. del uruguay,Monte caseros aero,6448
1208,Conc. del uruguay,Neuquen aero,5507
1209,Conc. del uruguay,Oliveros,6202
1210,Conc. del uruguay,Oran aero,7254
1211,Conc. del uruguay,Parana,8980
1212,Conc. del uruguay,Parana aero,6285
1213,Conc. del uruguay,Paso de los libres aero,6512
1214,Conc. del uruguay,Pehuajo aero,5838
1215,Conc. del uruguay,Pergamino,6048
1216,Conc. del uruguay,Pigue aero,5642
1217,Conc. del uruguay,Pilar obs.,6305
1218,Conc. del uruguay,Posadas aero,6765
1219,Conc. del uruguay,Punta indio b.a.,5892
1220,Conc. del uruguay,Rafaela,6355
1221,Conc. del uruguay,Reconquista,6574
1222,Conc. del uruguay,Reconquista aero,6572
1223,Conc. del uruguay,Resistencia aero,6766
1224,Conc. del uruguay,Rio cuarto aero,6149
1225,Conc. del uruguay,Roque saenz pena,6832
1226,Conc. del uruguay,Rosario aero,6160
1227,Conc. del uruguay,Salta aero,7069
1228,Conc. del uruguay,San juan,6350
1229,Conc. del uruguay,San juan aero,6328
1230,Conc. del uruguay,San luis aero,6134
1231,Conc. del uruguay,San martin (mza),6161
1232,Conc. del uruguay,San miguel,5976
1233,Conc. del uruguay,San pedro,6073
1234,Conc. del uruguay,San rafael aero,5993
1235,Conc. del uruguay,Santa rosa aero,5760
1236,Conc. del uruguay,Santiago del estero aero,6742
1237,Conc. del uruguay,Sauce viejo aero,6295
1238,Conc. del uruguay,Tandil aero,5677
1239,Conc. del uruguay,Tinogasta,6719
1240,Conc. del uruguay,Tres arroyos,5551
1241,Conc. del uruguay,Unr-zavalla,6149
1242,Conc. del uruguay,Villa dolores aero,6278
1243,Conc. del uruguay,Villa mercedes,6082
1244,Conc. del uruguay,Villa reynolds aero,6082
1245,Concordia aero,9 de julio,532
1246,Concordia aero,Aeroparque aero,364
1247,Concordia aero,Anguil,798
1248,Concordia aero,Bahia blanca aero,907
1249,Concordia aero,Balcarce,717
1250,Concordia aero,Barrow,807
1251,Concordia aero,Bella vista,331
1252,Concordia aero,Bordenave,860
1253,Concordia aero,Buenos aires,368
1254,Concordia aero,Castelar,5880
1255,Concordia aero,Catamarca aero,804
1256,Concordia aero,Ceres aero,408
1257,Concordia aero,Cerro azul,475
1258,Concordia aero,Colonia benitez,440
1259,Concordia aero,Conc. del uruguay,6335
1260,Concordia aero,Concordia aero,0
1261,Concordia aero,Cordoba aero,589
1262,Concordia aero,Cordoba observatorio,588
1263,Concordia aero,Coronel suarez aero,771
1264,Concordia aero,Corrientes aero,434
1265,Concordia aero,Dolores aero,558
1266,Concordia aero,Ezeiza aero,393
1267,Concordia aero,Famailla,861
1268,Concordia aero,Formosa aero,566
1269,Concordia aero,General pico aero,723
1270,Concordia aero,Gualeguaychu aero,198
1271,Concordia aero,Hilario ascasubi,990
1272,Concordia aero,Iguazu aero,708
1273,Concordia aero,Jujuy aero,1037
1274,Concordia aero,Junin aero,453
1275,Concordia aero,La consulta,1076
1276,Concordia aero,La plata aero,408
1277,Concordia aero,La rioja aero,869
1278,Concordia aero,Laboulaye aero,591
1279,Concordia aero,Laquiaca obs.,1270
1280,Concordia aero,Las brenas,555
1281,Concordia aero,Las lomitas,776
1282,Concordia aero,Malargue aero,1170
1283,Concordia aero,Manfredi,549
1284,Concordia aero,Mar del plata aero,738
1285,Concordia aero,Marcos juarez,417
1286,Concordia aero,Marcos juarez aero,420
1287,Concordia aero,Mendoza aero,1031
1288,Concordia aero,Mendoza observatorio,1038
1289,Concordia aero,Mercedad (ctes),236
1290,Concordia aero,Monte caseros aero,119
1291,Concordia aero,Neuquen aero,1253
1292,Concordia aero,Oliveros,302
1293,Concordia aero,Oran aero,1100
1294,Concordia aero,Parana,15306
1295,Concordia aero,Parana aero,241
1296,Concordia aero,Paso de los libres aero,196
1297,Concordia aero,Pehuajo aero,618
1298,Concordia aero,Pergamino,377
